Date,Tweet_Count,Avg_Sentiment,Positive_Count,Negative_Count,Neutral_Count
2021-11-05,5,0.3996031045913696,2,0,3
2021-11-06,1,0.0,0,0,1
2021-11-08,4,-0.20994088053703308,0,1,3
2021-11-09,4,0.24990829825401306,1,0,3
2021-11-10,4,-0.24918057024478915,1,2,1
2021-11-11,4,0.0,0,0,4
2021-11-12,4,0.2499098777770996,1,0,3
2021-11-14,1,0.999618411064148,1,0,0
2021-11-15,4,0.2498767077922821,1,0,3
2021-11-16,4,0.2499091029167175,1,0,3
2021-11-17,4,0.24990014731884,1,0,3
2021-11-18,4,0.2498749792575836,1,0,3
2021-11-19,4,-0.4964979588985443,0,2,2
2021-11-20,1,0.0,0,0,1
2021-11-22,4,0.2496708780527115,1,0,3
2021-11-23,4,-0.2461833506822586,0,1,3
2021-11-24,3,-0.0023899078369140625,1,1,1
2021-11-25,4,0.19540008902549744,1,0,3
2021-11-26,4,-0.2489383816719055,0,1,3
2021-11-29,4,-0.2496888339519501,0,1,3
2021-11-30,4,0.4756357967853546,2,0,2
2021-12-09,4,0.4908636510372162,2,0,2
2021-12-10,4,0.7462381571531296,3,0,1
2021-12-11,1,0.0,0,0,1
2021-12-13,4,-0.2484401315450668,0,1,3
2021-12-14,4,0.06578150391578677,1,1,2
2021-12-15,4,0.4995785355567932,2,0,2
2021-12-16,4,0.7479280233383179,3,0,1
2021-12-17,4,-0.24837470054626465,0,1,3
2021-12-18,2,0.0,0,0,2
2021-12-20,1,0.0,0,0,1
2021-12-21,1,0.0,0,0,1
2021-12-22,1,0.0,0,0,1
2021-12-23,2,-0.4961441159248352,0,1,1
2021-12-24,6,0.6662902235984802,4,0,2
2021-12-25,1,0.0,0,0,1
2021-12-27,4,0.2498825192451477,1,0,3
2021-12-28,4,-0.7484204471111298,0,3,1
2021-12-29,3,-0.33259338140487665,0,1,2
2021-12-30,4,0.0004419088363646906,1,1,2
2021-12-31,4,-0.18634282052516934,1,2,1
2022-01-01,1,0.0,0,0,1
2022-01-03,5,-7.224082946799548e-06,1,1,3
2022-01-04,4,0.0005545914173126498,1,1,2
2022-01-05,4,0.7490683943033218,3,0,1
2022-01-06,9,-0.06750327348709104,2,3,4
2022-01-07,7,-0.14239359753472466,1,2,4
2022-01-08,1,0.0,0,0,1
2022-01-10,6,-0.14727399746576944,1,2,3
2022-01-11,5,0.5991920113563538,3,0,2
2022-01-12,6,0.49963049093882245,3,0,3
2022-01-13,7,0.5718902179173061,5,1,1
2022-01-14,12,0.08324940005938213,2,1,9
2022-01-15,1,0.0,0,0,1
2022-01-17,14,0.07475259048598153,5,4,5
2022-01-18,17,-0.0034229299601386642,4,4,9
2022-01-19,30,0.20079728563626606,11,5,14
2022-01-20,22,0.07368314808065243,6,4,12
2022-01-21,24,-0.33246901879707974,4,12,8
2022-01-22,4,-0.4309689700603485,0,2,2
2022-01-23,6,-0.16234913468360904,1,2,3
2022-01-24,12,-0.18425842622915903,4,6,2
2022-01-25,20,0.1482377052307129,7,4,9
2022-01-26,22,0.27474490620873193,9,3,10
2022-01-27,17,-0.05625779488507438,4,5,8
2022-01-28,20,0.009067797660827626,7,7,6
2022-01-29,4,-0.4954168349504471,0,2,2
2022-01-30,6,0.5479778895775477,4,0,2
2022-01-31,18,-0.03394893142912124,4,5,9
2022-02-01,23,0.08786549775496773,5,3,15
2022-02-02,25,-0.16088398694992065,4,8,13
2022-02-03,14,-0.1420807157244001,4,6,4
2022-02-04,17,0.3027527682921466,7,2,8
2022-02-05,8,0.0,0,0,8
2022-02-06,7,0.5768738729613168,5,1,1
2022-02-07,20,0.13383042812347412,8,5,7
2022-02-08,24,0.4381841296950976,13,2,9
2022-02-09,23,0.08158639202947203,6,4,13
2022-02-10,26,0.012166344202481786,7,6,13
2022-02-11,24,-0.01013698180516561,5,5,14
2022-02-12,11,-0.09041359207846898,1,2,8
2022-02-13,10,0.4679717838764191,6,1,3
2022-02-14,18,0.18941697478294373,7,3,8
2022-02-15,28,0.10511248026575361,7,4,17
2022-02-16,26,-0.06880215956614569,5,7,14
2022-02-17,23,0.0008752605189448058,7,7,9
2022-02-18,26,-0.11785891652107239,4,7,15
2022-02-19,3,0.0,0,0,3
2022-02-20,4,0.4355502128601074,3,1,0
2022-02-21,20,0.19807644486427306,7,3,10
2022-02-22,23,0.09398004023925113,8,6,9
2022-02-23,18,0.2785740594069163,8,3,7
2022-02-24,31,-0.2358882850216281,5,13,13
2022-02-25,23,0.2970301975374636,11,4,8
2022-02-26,5,0.19989227056503295,1,0,4
2022-02-27,6,0.3007848958174388,3,1,2
2022-02-28,31,0.35415412149121683,14,3,14
2022-03-01,22,0.46171464161439374,13,3,6
2022-03-02,22,0.01958496462215078,6,6,10
2022-03-03,24,0.04886199533939364,5,4,15
2022-03-04,23,-0.03688831173855326,7,8,8
2022-03-05,6,-0.1647378106911977,1,2,3
2022-03-06,5,0.19984819889068603,1,0,4
2022-03-07,21,-0.17268193051928565,6,10,5
2022-03-08,22,0.26316942139105365,10,4,8
2022-03-09,22,0.2407607463273135,7,2,13
2022-03-10,21,0.2778341543106806,8,2,11
2022-03-11,21,0.2368557027408055,7,2,12
2022-03-12,7,0.23691063267844065,2,0,5
2022-03-13,3,0.0,0,0,3
2022-03-14,23,0.07673682855523152,8,6,9
2022-03-15,21,0.40726090045202346,10,1,10
2022-03-16,17,0.08143725465325746,4,3,10
2022-03-17,13,0.03161770563859206,3,3,7
2022-03-18,17,0.06750968624563779,6,5,6
2022-03-19,4,0.24978843331336975,1,0,3
2022-03-20,4,0.4755556136369705,2,0,2
2022-03-21,21,0.09604930877685547,6,4,11
2022-03-22,20,0.43017497658729553,10,1,9
2022-03-23,19,0.2101639195492393,7,3,9
2022-03-24,26,0.2644248627699338,9,2,15
2022-03-25,22,0.2732024138624018,8,2,12
2022-03-26,6,0.04611294468243917,2,2,2
2022-03-27,5,0.3998435020446777,2,0,3
2022-03-28,18,0.27761688497331405,6,1,11
2022-03-29,25,0.08952716112136841,6,3,16
2022-03-30,16,0.4682663194835186,10,2,4
2022-03-31,18,0.32973529895146686,7,1,10
2022-04-01,22,-0.059321422468532205,6,8,8
2022-04-02,8,0.1191224306821823,3,2,3
2022-04-03,6,0.33379659056663513,3,1,2
2022-04-04,17,0.027634256026324105,4,4,9
2022-04-05,23,0.21517431476841803,6,1,16
2022-04-06,22,0.013697767799550821,7,7,8
2022-04-07,34,0.238933487850077,14,6,14
2022-04-08,25,0.0056056690216064456,4,4,17
2022-04-09,4,0.2497453838586807,1,0,3
2022-04-10,6,0.48254112402598065,3,0,3
2022-04-11,23,-0.13535864197689557,6,9,8
2022-04-12,18,-0.07685488131311206,3,5,10
2022-04-13,13,0.009130111107459435,3,3,7
2022-04-14,23,0.24010679255361142,7,2,14
2022-04-15,15,0.09253535668055217,4,3,8
2022-04-16,4,0.2496012896299362,1,0,3
2022-04-17,3,-0.3327728509902954,0,1,2
2022-04-18,16,-0.28735747560858727,2,7,7
2022-04-19,10,0.49241663813591,6,1,3
2022-04-20,21,-0.12731828292210898,6,9,6
2022-04-21,17,0.16360140898648431,6,3,8
2022-04-22,18,-0.05237289932039049,4,5,9
2022-04-23,6,0.10267761349678035,2,1,3
2022-04-24,2,0.0,0,0,2
2022-04-25,18,-0.045991940630806825,4,5,9
2022-04-26,26,0.26953643789658177,10,3,13
2022-04-27,28,0.1808149814605713,9,3,16
2022-04-28,24,0.014799093206723526,4,4,16
2022-04-29,23,0.0744611206262008,7,5,11
2022-04-30,6,0.2147066791852316,3,2,1
2022-05-01,5,0.5994485378265381,3,0,2
2022-05-02,17,-0.1744521330384647,2,5,10
2022-05-03,21,0.01967014869054159,4,4,13
2022-05-04,20,0.04662704467773437,5,4,11
2022-05-05,21,-0.1671761813617888,3,7,11
2022-05-06,22,-0.21961580352349716,3,8,11
2022-05-07,4,-0.2403489202260971,0,1,3
2022-05-08,5,-0.18374873399734493,2,3,0
2022-05-09,22,-0.19221836870366876,5,9,8
2022-05-10,24,-0.3179928387204806,2,10,12
2022-05-11,24,-0.11935035139322282,7,10,7
2022-05-12,30,-0.0029876947402954065,8,8,14
2022-05-13,22,0.26884300058538263,10,4,8
2022-05-14,4,0.2494278699159622,2,1,1
2022-05-15,2,0.005881637334823608,1,1,0
2022-05-16,18,-0.011652568976084385,4,4,10
2022-05-17,17,-0.05226447301752427,4,5,8
2022-05-18,12,0.09960042436917622,3,2,7
2022-05-19,20,-0.029760259389877346,6,6,8
2022-05-20,19,-0.012583161655225264,5,5,9
2022-05-21,4,-0.497958093881607,0,2,2
2022-05-22,7,0.00017849888120377181,1,1,5
2022-05-23,18,0.10898841751946342,5,3,10
2022-05-24,24,-0.0737267682949702,4,6,14
2022-05-25,28,0.285356017095702,10,2,16
2022-05-26,18,-0.4965483910507626,1,10,7
2022-05-27,19,-0.40946168021151896,2,10,7
2022-05-28,5,-0.5070098280906677,0,3,2
2022-05-29,3,0.32922277847925824,1,0,2
2022-05-30,21,0.12052439366068159,8,6,7
2022-05-31,13,0.15440217348245475,4,2,7
2022-06-01,22,-0.08872329646890816,6,8,8
2022-06-02,15,0.04015001058578492,5,4,6
2022-06-03,21,-0.28222776594616117,0,6,15
2022-06-04,2,-0.9695298075675964,0,2,0
2022-06-05,7,-0.42699465581348967,0,3,4
2022-06-06,20,0.026988859474658976,4,4,12
2022-06-07,26,0.05675912361878615,6,5,15
2022-06-08,20,-0.061527284979820275,4,5,11
2022-06-09,18,0.10132448209656608,5,3,10
2022-06-10,23,-0.0419951988303143,6,7,10
2022-06-11,6,-0.08480736613273622,2,3,1
2022-06-12,7,-0.1389375158718654,2,3,2
2022-06-13,30,-0.1741504669189453,8,13,9
2022-06-14,32,-0.3380127567797899,3,14,15
2022-06-15,26,0.07961295201228215,9,7,10
2022-06-16,24,0.11307014276583989,9,6,9
2022-06-17,23,-0.065058928468953,7,8,8
2022-06-18,8,-0.03417480736970903,2,2,4
2022-06-19,6,0.31794247031211853,2,0,4
2022-06-20,21,-0.2048049285298302,4,9,8
2022-06-21,21,-0.09624368803841728,4,6,11
2022-06-22,23,-0.14613816012506903,5,8,10
2022-06-23,23,-0.3210547618244005,3,11,9
2022-06-24,18,0.278193496995502,8,3,7
2022-06-25,6,0.17580967148145044,2,1,3
2022-06-26,6,0.45819583535194397,3,0,3
2022-06-27,15,0.05984088977177934,6,5,4
2022-06-28,17,-0.17302868646733902,1,4,12
2022-06-29,23,-0.15199530642965567,6,10,7
2022-06-30,22,-0.18133105473084885,3,7,12
2022-07-01,24,0.16552326207359633,8,3,13
2022-07-02,7,0.018865031855446968,1,1,5
2022-07-03,8,0.21693271398544312,3,1,4
2022-07-04,18,-0.08894839882850647,4,6,8
2022-07-05,23,-0.015292128790979805,8,8,7
2022-07-06,18,-0.11966279480192399,4,6,8
2022-07-07,22,-0.057250690731135284,5,7,10
2022-07-08,22,0.306818577376279,11,4,7
2022-07-09,9,0.4400704238149855,5,1,3
2022-07-10,7,0.2854873538017273,3,1,3
2022-07-11,16,-0.1314348466694355,3,5,8
2022-07-12,17,-0.2896033630651586,1,6,10
2022-07-13,19,0.033736997529080034,8,7,4
2022-07-14,17,0.13319672556484446,7,5,5
2022-07-15,15,0.2673744797706604,7,3,5
2022-07-16,7,0.0005120464733668895,2,2,3
2022-07-17,7,0.2865006497928074,3,1,3
2022-07-18,22,0.19171654636209662,9,5,8
2022-07-19,17,0.2908144277684829,6,1,10
2022-07-20,18,0.46233253015412223,10,1,7
2022-07-21,22,0.05795509435913781,7,6,9
2022-07-22,15,0.02086852788925168,5,5,5
2022-07-23,2,0.060984879732132014,1,1,0
2022-07-24,5,-0.3645807862281799,1,3,1
2022-07-25,16,-0.18740445002913475,3,6,7
2022-07-26,19,-0.4134085554825632,1,9,9
2022-07-27,14,0.14274087122508455,6,4,4
2022-07-28,19,0.1848437597877101,8,4,7
2022-07-29,16,0.01962733641266825,5,5,6
2022-07-30,4,0.499119833111763,2,0,2
2022-07-31,5,0.5994985938072205,3,0,2
2022-08-01,15,0.2347407102584839,8,4,3
2022-08-02,17,-0.11306479748557596,2,4,11
2022-08-03,21,-0.13100371190479826,4,7,10
2022-08-04,12,0.2323726018269857,5,2,5
2022-08-05,15,0.1275468866030375,6,4,5
2022-08-06,7,-0.1417765787669591,1,2,4
2022-08-07,4,0.0006290525197983066,1,1,2
2022-08-08,15,0.14260754585266114,6,4,5
2022-08-09,11,0.49819386818192224,6,1,4
2022-08-10,13,0.28057111685092634,6,2,5
2022-08-11,16,0.21031345427036285,4,1,11
2022-08-12,14,0.2036108672618866,5,2,7
2022-08-13,7,0.7120754974228996,5,0,2
2022-08-14,1,-0.6789398789405823,0,1,0
2022-08-15,14,-0.27467261041913715,3,7,4
2022-08-16,16,-0.09502984583377838,4,5,7
2022-08-17,20,0.1526091367006302,8,5,7
2022-08-18,13,-0.059985183752500094,3,4,6
2022-08-19,11,-0.6095369024710222,0,7,4
2022-08-20,5,0.20008763074874877,2,1,2
2022-08-21,3,0.3332029779752096,1,0,2
2022-08-22,16,-0.03311432525515556,4,5,7
2022-08-23,21,-0.05164035728999546,5,6,10
2022-08-24,17,0.22642228533239925,7,3,7
2022-08-25,18,0.04431430167622035,5,4,9
2022-08-26,19,-0.23487897609409533,2,7,10
2022-08-27,5,-0.5970075726509094,1,4,0
2022-08-28,8,-0.12380550056695941,3,4,1
2022-08-29,19,-0.1029077548729746,3,5,11
2022-08-30,14,-0.06990615810666768,4,5,5
2022-08-31,20,0.17647136449813844,8,4,8
2022-09-01,15,-0.2638493895530701,2,6,7
2022-09-02,17,0.06862726982902079,5,4,8
2022-09-03,4,-0.21774543821811676,1,2,1
2022-09-04,2,0.4998135566711426,1,0,1
2022-09-05,11,0.07720871405168013,5,4,2
2022-09-06,15,0.11556032896041867,6,4,5
2022-09-07,19,0.03416574315020912,8,8,3
2022-09-08,15,-0.030320290724436448,4,5,6
2022-09-09,14,0.14582174590655736,6,4,4
2022-09-10,6,-0.29324938853581745,0,2,4
2022-09-11,5,0.20103446245193482,2,1,2
2022-09-12,21,0.3780786366689773,10,2,9
2022-09-13,21,-0.046573071252732044,5,6,10
2022-09-14,13,-0.15029572982054484,4,6,3
2022-09-15,13,0.1532234366123493,4,2,7
2022-09-16,16,0.06268713250756267,3,2,11
2022-09-17,6,-0.3049714267253876,0,2,4
2022-09-18,3,0.3642701506614685,2,1,0
2022-09-19,15,-0.589090363184611,1,10,4
2022-09-20,16,0.12893570959568024,6,4,6
2022-09-21,23,0.061674110267473284,6,4,13
2022-09-22,13,-0.011653785522167483,4,4,5
2022-09-23,13,0.07734705393130963,5,4,4
2022-09-24,6,0.4928594430287679,4,1,1
2022-09-25,4,0.0006522387266159058,1,1,2
2022-09-26,13,0.11087160385571994,4,3,6
2022-09-27,20,0.05192227065563204,6,5,9
2022-09-28,18,0.0004609127839406393,5,5,8
2022-09-29,17,0.032314682708067075,6,5,6
2022-09-30,16,-0.33135782182216644,2,8,6
2022-10-01,4,0.2498895972967148,1,0,3
2022-10-02,3,-0.3326249917348226,0,1,2
2022-10-03,16,0.16344304382801056,8,5,3
2022-10-04,16,-0.062087722122669206,3,4,9
2022-10-05,22,0.18518897349184205,6,2,14
2022-10-06,20,0.302738744020462,8,2,10
2022-10-07,16,0.07318003475666048,5,4,7
2022-10-08,5,0.3767886161804199,3,1,1
2022-10-09,4,0.49843262135982513,2,0,2
2022-10-10,20,-0.010159301757812506,6,6,8
2022-10-11,17,-0.051427725483389454,4,5,8
2022-10-12,21,-0.09924011003403437,4,6,11
2022-10-13,16,0.11906573921442032,7,5,4
2022-10-14,19,0.3386386758402774,9,3,7
2022-10-15,6,-0.2214751342932383,1,3,2
2022-10-16,3,0.6193474133809408,2,0,1
2022-10-17,21,0.1358239764258975,8,6,7
2022-10-18,21,-0.011325282709939124,5,5,11
2022-10-19,18,0.05641032589806451,5,4,9
2022-10-20,17,0.0948821130920859,5,3,9
2022-10-21,14,-0.14041752900396076,3,5,6
2022-10-22,9,0.11020255751079983,3,2,4
2022-10-23,9,0.11175412601894802,4,3,2
2022-10-24,19,-0.20532592660502383,4,8,7
2022-10-25,23,0.08462009481761769,9,7,7
2022-10-26,21,0.37957441806793213,10,2,9
2022-10-27,11,0.0005726326595652985,3,3,5
2022-10-28,16,-0.4419184662401676,2,9,5
2022-10-29,3,0.3490687410036723,2,1,0
2022-10-30,2,0.4986362159252166,1,0,1
2022-10-31,13,-0.1488411105596102,3,5,5
2022-11-01,14,0.21264255046844482,5,2,7
2022-11-02,21,0.12027165435609363,9,7,5
2022-11-03,8,-0.05940785259008406,2,2,4
2022-11-04,13,0.19442508312372062,5,2,6
2022-11-05,8,0.6239573135972023,5,0,3
2022-11-06,5,0.3998222708702087,2,0,3
2022-11-07,12,-0.2350889394680659,2,5,5
2022-11-08,14,0.11485648155212402,5,3,6
2022-11-09,17,-0.2341500064905952,2,6,9
2022-11-10,15,-0.1289040525754293,4,6,5
2022-11-11,15,-0.20718483924865724,4,7,4
2022-11-12,3,-0.6615608334541321,0,2,1
2022-11-13,4,0.00013573467731473055,1,1,2
2022-11-14,18,0.01236797703637014,7,7,4
2022-11-15,14,-0.07860974754605975,3,5,6
2022-11-16,12,-0.2434574564297994,2,5,5
2022-11-17,17,-0.23249685413697185,3,7,7
2022-11-18,11,-0.11160833185369316,3,5,3
2022-11-19,4,-0.904834657907486,0,4,0
2022-11-20,7,0.11967570441109796,2,1,4
2022-11-21,18,-0.04010192222065398,5,6,7
2022-11-22,20,-0.3434855222702026,2,9,9
2022-11-23,18,-0.06486991710133022,5,6,7
2022-11-24,17,-0.028492945082047406,4,4,9
2022-11-25,17,-0.051596476751215314,4,5,8
2022-11-26,6,0.17208982507387796,2,1,3
2022-11-27,8,-0.4965266287326813,1,5,2
2022-11-28,17,-0.3223584820242489,3,9,5
2022-11-29,17,0.0006792334949269014,4,4,9
2022-11-30,16,0.22311390563845632,6,2,8
2022-12-01,14,0.2851450570992061,6,2,6
2022-12-02,12,0.2566806574662526,6,3,3
2022-12-03,5,0.279740583896637,3,1,1
2022-12-04,8,0.06618294864892958,3,2,3
2022-12-05,15,0.32298816442489625,8,3,4
2022-12-06,17,0.08955199578229119,7,5,5
2022-12-07,18,0.028638564878039882,5,4,9
2022-12-08,11,-0.24143683368509467,2,5,4
2022-12-09,14,0.4106191098690033,8,2,4
2022-12-10,7,0.26967798812048777,3,1,3
2022-12-11,5,0.5708984136581421,3,0,2
2022-12-12,19,-0.015813388322529022,6,6,7
2022-12-13,12,0.5402128001054128,8,1,3
2022-12-14,16,0.4921073392033577,8,0,8
2022-12-15,13,-0.152157710148738,2,4,7
2022-12-16,19,-0.3828370414282146,3,11,5
2022-12-17,3,-0.3377731641133626,1,2,0
2022-12-18,3,0.0,0,0,3
2022-12-19,14,-0.3312677655901228,1,6,7
2022-12-20,12,-0.2537995328505834,1,4,7
2022-12-21,14,-0.1512949637004307,4,6,4
2022-12-22,18,-0.3137827946080102,0,6,12
2022-12-23,14,0.12485436456544059,5,3,6
2022-12-24,5,-0.1871896505355835,1,2,2
2022-12-25,5,0.026228988170623736,2,2,1
2022-12-26,14,0.41949075886181425,7,1,6
2022-12-27,13,0.07649672489899853,3,2,8
2022-12-28,12,-0.48310550053914386,2,8,2
2022-12-29,12,0.33574636777242023,5,1,6
2022-12-30,9,-0.433004465368059,1,5,3
2022-12-31,5,-0.3987323999404907,0,2,3
2023-01-01,5,0.00398663282394407,2,2,1
2023-01-02,7,-0.18254295417240687,2,3,2
2023-01-03,11,0.3631801388480446,5,1,5
2023-01-04,16,0.13020558282732964,6,4,6
2023-01-05,4,-0.1454624980688095,0,1,3
2023-01-06,12,-0.23323099811871847,2,5,5
2023-01-07,1,0.9994226694107056,1,0,0
2023-01-08,3,-0.31172821919123334,0,1,2
2023-01-09,11,0.00252754038030451,3,3,5
2023-01-10,7,0.14300762755530222,2,1,4
2023-01-11,17,0.2104991043315214,6,2,9
2023-01-12,20,0.4462867885828018,9,0,11
2023-01-13,14,0.24963601997920445,8,4,2
2023-01-14,7,0.04541378361838201,2,2,3
2023-01-15,7,-0.27319970301219393,1,3,3
2023-01-16,18,0.6075655884212918,12,1,5
2023-01-17,17,0.4493657455724828,9,1,7
2023-01-18,18,0.4427440365155538,12,4,2
2023-01-19,17,0.24152945770936854,7,3,7
2023-01-20,10,0.2174751877784729,4,2,4
2023-01-21,5,0.21474844217300415,2,1,2
2023-01-22,2,0.9974765777587891,2,0,0
2023-01-23,20,0.6988265693187714,14,0,6
2023-01-24,18,0.06319746043947008,4,2,12
2023-01-25,18,0.43366068601608276,10,2,6
2023-01-26,16,-0.12076691165566444,3,5,8
2023-01-27,16,0.22685916349291801,6,3,7
2023-01-28,3,0.3330146670341492,1,0,2
2023-01-29,3,0.6305752793947855,2,0,1
2023-01-30,21,0.4951029221216838,13,3,5
2023-01-31,18,0.05732360813352798,6,5,7
2023-02-01,15,0.33294967412948606,6,1,8
2023-02-02,12,0.2501182903846105,5,2,5
2023-02-03,16,0.041024342179298394,6,5,5
2023-02-04,8,0.12379351258277889,3,2,3
2023-02-05,6,0.16849683721860245,3,2,1
2023-02-06,9,-0.3157047563129001,2,5,2
2023-02-07,11,0.2187050526792353,4,2,5
2023-02-08,11,-0.0415434728969227,4,4,3
2023-02-09,18,0.02384217249022588,5,4,9
2023-02-10,11,-0.18120387467471036,3,5,3
