,Random Forest,XGBoost,Gradient Boosting,SVR,Neural Network,LSTM,avg
Return_Std7,1.320798442458827,1.3443024,1.337334786040236,0.45661338992554307,0.7328809878905449,0.00718385424465776,0.8665189794012645
Volatility_30d,0.0013576503300817663,0.0047375527,0.0018051604396893588,0.017626822908238943,0.023553375098905746,0.001456716036207433,0.008422879589029434
News_Neutral_Count_Lag1,0.0005146279755299264,0.00021745938,0.0005215396854727025,0.004752573040424307,0.03541594418499866,0.000836857415988956,0.007043166947542187
News_Neutral_Count,0.00028457205085449154,0.000103369486,4.533109695216002e-06,0.011104236586205121,0.02805431509978775,0.0010069678362174478,0.006759665694821497
News_Neutral_Count_Lag7,0.00034853685847499843,0.000702794,0.00020850438495299644,0.009578173515332666,0.02436643633153692,0.0009511512439891702,0.006025932722543137
News_Positive_Count_Lag1,0.00021780441525986143,0.0003600946,2.3401904599253833e-05,0.0074699347139678025,0.019173094300746155,0.0008692979847686755,0.00468560465204138
Volume,0.0005412114472659641,0.0014773256,7.816224282529255e-05,0.007566032665118807,0.014669873647483981,0.002501794094645256,0.004472399944219157
News_Negative_Count_Lag1,0.00025909307212605833,7.0861075e-05,0.0,0.005478195218385857,0.01883603874548782,0.0015542617051586096,0.004366408302705305
News_Avg_Sentiment,0.0007406766806552774,0.000283,2.3430893478372035e-05,0.012669335047939633,0.008809330044269523,0.0016010463665723084,0.00402113650568888
News_Negative_Count_Lag7,0.0001366536486093427,5.8151163e-05,1.0315900660839825e-08,0.008850696486150073,0.014091653489304128,0.0005194939480921031,0.003942776508526484
News_Negative_Count,0.0002015126750421453,8.6677555e-06,9.021386668562102e-06,0.008873847073145057,0.00944292192928076,0.003420500706346397,0.0036594119210033734
News_Negative_Count_Lag3,0.0002444149978083746,0.0014386995,4.5022057268212235e-06,0.008719211505521213,0.008714019511476337,0.002269883400011523,0.003565121861135724
News_Avg_Sentiment_Lag1,0.0024317347804874555,0.001045251,2.573291040163534e-05,0.009631754046976734,0.005935060356675555,0.0014739562943969606,0.003423914903545981
News_Neutral_Count_Lag2,0.0007634492989092016,1.9333642e-05,0.0003072461551265861,0.005675601667711189,0.00480967998765673,0.00325456198168961,0.002471645455487319
News_Neutral_Count_Lag3,0.00025695159056764286,0.00023791076,7.857829991918821e-06,0.008001066956101907,0.0034932827415544826,0.0021931151332611016,0.0023650308353988154
News_Positive_Count_Lag7,0.00021142762710145869,3.3052245e-05,7.401965051738121e-08,0.006409289767793192,0.00510546408773702,0.0016464546888645764,0.0022342937394030263
Price_Range_Pct,0.00022303325039176882,0.00015929969,1.7884075477749678e-05,0.0064472541933445725,0.0018091482455122939,0.003549722053432588,0.0020343902505327778
News_Positive_Count_Lag3,0.00021541235617813338,0.00014995823,6.627689515076483e-07,0.006549554609770997,0.004920104785843064,0.0003571291665133606,0.0020321369859721762
Daily_Return,0.00044916103667218065,0.0007622551,0.00011840246954817193,0.003563693246300247,0.0024490843179972993,0.004324872844765518,0.0019445781701565095
Daily_Return_Lag3,0.0007770462813800973,0.00028174295,4.151332815220577e-05,0.004108171788410408,0.004713666770558264,0.0016110391755360428,0.0019221967154350167
News_Count_Lag3,1.052359876300032e-05,7.3436615e-07,3.213433414794732e-06,0.007123164813601227,0.004048355606489574,0.0,0.0018643319697370434
News_Positive_Count,0.00019425929795563237,2.8121665e-05,1.4060828266939524e-05,0.004557841401465194,0.004332492858496589,0.0008787412572411385,0.0016675862181224658
Open,0.00035635335550964473,0.0062293657,2.770389689286525e-07,0.0008496737178190008,0.0013882202380883042,0.0009132267486315917,0.001622852801531091
News_Positive_Count_Lag2,0.0002829937687710341,5.8585545e-05,2.17049233913054e-05,0.006300150154640551,0.001190908283251275,0.0011487096403474879,0.0015005087192416285
News_Count_Lag2,1.4977052294131427e-05,0.0,1.0949586130122968e-06,0.004825924537580391,0.0036764120624392118,9.799852260104788e-05,0.0014360678555879658
Daily_Return_Lag2,0.0002475164228199545,5.741396e-05,1.3219062425778786e-05,0.0042915459699404655,0.0022807160930259722,0.001698794062159707,0.0014315342616351707
News_Avg_Sentiment_Lag7,0.00032025458551022186,0.0002213245,4.7195721625742185e-05,0.003883366699850674,0.0025849473813331077,0.00140386314627784,0.001410158672848008
News_Avg_Sentiment_Lag2,0.00016912899429540707,7.822549e-05,1.8410875371713807e-05,0.0034032937906778556,0.0039820245076679275,0.000623996859666846,0.001379180085697355
Daily_Return_Lag1,0.0001615886594828547,0.0003380032,1.56032066610448e-05,0.0017360837620716836,0.0037857818128824165,0.002052828240915931,0.0013483148159994934
Daily_Return_Lag7,0.0005378668205052781,0.00016346949,9.516385172281932e-05,0.004080307255138466,0.0016876994920784734,0.0012988892161849065,0.0013105660213867637
News_Avg_Sentiment_Lag3,0.00023105301704306655,7.4332944e-05,1.6797719516776928e-05,0.003813477015575315,0.0016853529686803297,0.001480799374404407,0.0012169688398313558
News_Count_Lag1,4.041328280658361e-05,4.192075e-06,1.1994273130082348e-06,0.004568899771419068,0.002226766011590364,0.0,0.0011402450946567915
MA30,0.0010976472052348178,0.0011790206,0.0002597090019403839,0.0022146351739807304,0.0008906829323213076,0.0011598363833591168,0.0011335885526427038
News_Negative_Count_Lag2,0.00019240839942268837,5.7234545e-05,2.6358114906516434e-06,0.0023293762430485285,0.003568251926187304,0.00048331392026767193,0.0011055368076091936
News_Count,4.6812910814192e-05,2.1513458e-06,2.3568325434994323e-06,0.0040113082870266,0.0023344064314303734,7.003294741171939e-05,0.0010778447925085708
News_Count_Lag7,6.945823000820516e-05,1.1958832e-05,0.0,0.004771960839377492,0.0011124395521226551,0.0,0.0009943029089425212
Price_Range,0.00026918231717205807,7.8536454e-05,5.0346985686579716e-05,0.0008768897116966473,0.0033758200723292002,0.001254085099137755,0.0009841434399465155
High,0.00041039674404723674,0.0019754488,1.1984241311019847e-06,0.0014948639767393005,0.0012961382246740299,0.0004232295229592959,0.0009335459491107498
Close_Lag7,0.0002259913847718869,4.359727e-05,0.00022518723076649577,0.001569777837139928,0.0018016436154964944,0.0014925606227939579,0.0008931263266304196
Close_Lag1,0.0002909959731719297,0.0,7.094510475678762e-07,0.0017387724357149,0.002066352536567333,0.0010376101395425084,0.0008557400893407064
Close_Lag3,0.0007292794334318618,0.00014732474,5.375822289313756e-05,0.0012910524929028355,0.0010492981914573284,0.0011711957384884979,0.0007403181364244917
Low,0.0002909420479999395,4.0133316e-05,1.575292981816914e-05,0.0013757355054259451,0.0012153222832421923,0.0012630272356073708,0.000700152219742416
MA7,0.0003280659822805944,9.135553e-06,0.00016837575998288528,0.0009496891481644464,0.001948005617276704,0.0007397517833281956,0.0006905039740434174
Close_Lag2,0.0007106363162228323,0.00037168612,3.2924410913723903e-05,0.0008233474511386294,0.0014462133145551803,0.0003431874965410189,0.0006213325190133147
Close,0.0004408240912299298,2.8871324e-05,1.5805133153284228e-05,0.0007372552849694277,0.0003786685089586271,0.0011381420207449825,0.0004565943937749075
